Date	Value
Sep 1, 1932	152.05
Aug 1, 1932	137.58
Jul 1, 1932	90.87
Jun 1, 1932	86.51
May 1, 1932	99.21
Apr 1, 1932	111.44
Mar 1, 1932	145.53
Feb 1, 1932	143.97
Jan 1, 1932	143.17
Dec 1, 1931	142.59
Nov 1, 1931	174.34
Oct 1, 1931	169.68
Sep 1, 1931	194.53
Aug 1, 1931	227.06
Jul 1, 1931	234.08
Jun 1, 1931	226.57
May 1, 1931	231.02
Apr 1, 1931	252.39
Mar 1, 1931	277.18
Feb 1, 1931	270.23
Jan 1, 1931	247.90
Dec 1, 1930	237.62
Nov 1, 1930	249.97
Oct 1, 1930	267.89
Sep 1, 1930	308.77
Aug 1, 1930	310.80
Jul 1, 1930	312.94
Jun 1, 1930	315.96
May 1, 1930	349.41
Apr 1, 1930	369.41
Mar 1, 1930	349.41
Feb 1, 1930	334.74
Jan 1, 1930	313.16
Dec 1, 1929	306.89
Nov 1, 1929	293.43
Oct 1, 1929	399.08
Sep 1, 1929	446.27
Aug 1, 1929	429.17
Jul 1, 1929	406.07
Jun 1, 1929	377.21
May 1, 1929	372.32
Apr 1, 1929	368.97
Mar 1, 1929	368.98
Feb 1, 1929	360.47
Jan 1, 1929	358.60
Dec 1, 1928	333.93
Nov 1, 1928	330.70
Oct 1, 1928	309.76
Sep 1, 1928	301.84
Aug 1, 1928	285.32
Jul 1, 1928	276.38
Jun 1, 1928	274.36
May 1, 1928	286.82
Apr 1, 1928	279.84
Mar 1, 1928	263.25
Feb 1, 1928	249.84
Jan 1, 1928	249.94
Dec 1, 1927	248.94
Nov 1, 1927	243.24
Oct 1, 1927	236.46
Sep 1, 1927	241.53
Aug 1, 1927	229.88
Jul 1, 1927	217.01
Jun 1, 1927	208.68
May 1, 1927	208.39
Apr 1, 1927	202.61
Mar 1, 1927	197.76
Feb 1, 1927	193.64
Jan 1, 1927	188.87
Dec 1, 1926	187.99
Nov 1, 1926	183.81
Oct 1, 1926	182.47
Sep 1, 1926	187.75
Aug 1, 1926	185.99
Jul 1, 1926	177.88
Jun 1, 1926	168.76
May 1, 1926	160.19
Apr 1, 1926	158.20
Mar 1, 1926	163.66
Feb 1, 1926	174.59
Jan 1, 1926	174.32
Dec 1, 1925	171.70
Nov 1, 1925	168.00
Oct 1, 1925	165.70
Sep 1, 1925	160.40
Aug 1, 1925	156.78
Jul 1, 1925	154.69
Jun 1, 1925	152.23
May 1, 1925	151.28
Apr 1, 1925	147.42
Mar 1, 1925	148.14
Feb 1, 1925	153.02
Jan 1, 1925	150.85
Dec 1, 1924	144.86
Nov 1, 1924	138.25
Oct 1, 1924	130.93
Sep 1, 1924	133.43
Aug 1, 1924	135.52
Jul 1, 1924	130.26
Jun 1, 1924	125.22
May 1, 1924	122.90
Apr 1, 1924	123.33
Mar 1, 1924	125.50
Feb 1, 1924	127.20
Jan 1, 1924	125.90
Dec 1, 1923	121.91
Nov 1, 1923	117.91
Oct 1, 1923	114.49
Sep 1, 1923	116.88
Aug 1, 1923	116.84
Jul 1, 1923	115.59
Jun 1, 1923	121.01
May 1, 1923	126.54
Apr 1, 1923	132.82
Mar 1, 1923	138.45
Feb 1, 1923	136.25
Jan 1, 1923	130.67
Dec 1, 1922	128.15
Nov 1, 1922	129.20
Oct 1, 1922	136.77
Sep 1, 1922	134.62
Aug 1, 1922	131.21
Jul 1, 1922	124.95
Jun 1, 1922	124.81
May 1, 1922	125.99
Apr 1, 1922	121.26
Mar 1, 1922	114.32
Feb 1, 1922	108.88
Jan 1, 1922	106.55
Dec 1, 1921	104.23
Nov 1, 1921	100.08
Oct 1, 1921	94.44
Sep 1, 1921	93.17
Aug 1, 1921	89.89
Jul 1, 1921	91.00
Jun 1, 1921	91.80
May 1, 1921	99.22
Apr 1, 1921	94.17
Mar 1, 1921	92.73
Feb 1, 1921	94.64
Jan 1, 1921	92.30
Dec 1, 1920	86.59
Nov 1, 1920	93.18
Oct 1, 1920	97.67
Sep 1, 1920	97.06
Aug 1, 1920	92.35
Jul 1, 1920	93.80
Jun 1, 1920	93.47
May 1, 1920	96.51
Apr 1, 1920	104.50
Mar 1, 1920	108.56
Feb 1, 1920	102.46
Jan 1, 1920	112.85
Dec 1, 1919	116.41
Nov 1, 1919	122.53
Oct 1, 1919	129.06
Sep 1, 1919	124.86
Aug 1, 1919	123.61
Jul 1, 1919	134.81
Jun 1, 1919	134.42
May 1, 1919	130.92
Apr 1, 1919	123.92
Mar 1, 1919	122.13
Feb 1, 1919	119.98
Jan 1, 1919	117.35
Dec 1, 1918	118.10
Nov 1, 1918	121.97
Oct 1, 1918	121.17
Sep 1, 1918	118.46
Aug 1, 1918	121.41
Jul 1, 1918	122.68
Jun 1, 1918	125.01
May 1, 1918	126.56
Apr 1, 1918	125.24
Mar 1, 1918	128.26
Feb 1, 1918	129.98
Jan 1, 1918	127.03
Dec 1, 1917	122.43
Nov 1, 1917	128.63
Oct 1, 1917	140.32
Sep 1, 1917	150.59
Aug 1, 1917	161.85
Jul 1, 1917	169.39
Jun 1, 1917	171.53
May 1, 1917	170.74
Apr 1, 1917	179.52
Mar 1, 1917	191.37
Feb 1, 1917	185.61
Jan 1, 1917	201.76
Dec 1, 1916	208.39
Nov 1, 1916	218.99
Oct 1, 1916	217.85
Sep 1, 1916	215.11
Aug 1, 1916	210.46
Jul 1, 1916	210.81
Jun 1, 1916	213.77
May 1, 1916	213.70
Apr 1, 1916	211.06
Mar 1, 1916	215.42
Feb 1, 1916	218.20
Jan 1, 1916	221.29
Dec 1, 1915	227.03
Nov 1, 1915	226.55
Oct 1, 1915	221.03
Sep 1, 1915	211.50
Aug 1, 1915	203.92
Jul 1, 1915	195.62
Jun 1, 1915	196.35
May 1, 1915	194.16
Apr 1, 1915	200.78
Mar 1, 1915	188.61
Feb 1, 1915	182.04
Jan 1, 1915	182.68
Dec 1, 1914	179.50
Nov 1, 1914	185.72
Oct 1, 1914	187.56
Sep 1, 1914	185.72
Aug 1, 1914	185.72
Jul 1, 1914	189.44
Jun 1, 1914	202.56
May 1, 1914	203.56
Apr 1, 1914	204.38
Mar 1, 1914	207.30
Feb 1, 1914	211.28
Jan 1, 1914	206.46
Dec 1, 1913	198.32
Nov 1, 1913	196.60
Oct 1, 1913	203.74
Sep 1, 1913	210.40
Aug 1, 1913	210.54
Jul 1, 1913	205.05
Jun 1, 1913	204.38
May 1, 1913	217.42
Apr 1, 1913	221.24
Mar 1, 1913	221.49
Feb 1, 1913	225.77
Jan 1, 1913	234.08
Dec 1, 1912	238.53
Nov 1, 1912	244.90
Oct 1, 1912	247.67
Sep 1, 1912	248.17
Aug 1, 1912	249.46
Jul 1, 1912	246.15
Jun 1, 1912	245.89
May 1, 1912	243.61
Apr 1, 1912	243.87
Mar 1, 1912	243.52
Feb 1, 1912	241.59
Jan 1, 1912	246.39
Dec 1, 1911	248.57
Nov 1, 1911	245.04
Oct 1, 1911	233.03
Sep 1, 1911	231.70
Aug 1, 1911	247.74
Jul 1, 1911	268.40
Jun 1, 1911	272.60
May 1, 1911	267.24
Apr 1, 1911	261.60
Mar 1, 1911	254.30
Feb 1, 1911	260.18
Jan 1, 1911	247.73
Dec 1, 1910	241.85
Nov 1, 1910	248.80
Oct 1, 1910	244.04
Sep 1, 1910	226.57
Aug 1, 1910	222.75
Jul 1, 1910	215.27
Jun 1, 1910	226.73
May 1, 1910	236.05
Apr 1, 1910	235.52
Mar 1, 1910	243.48
Feb 1, 1910	242.18
Jan 1, 1910	251.15
Dec 1, 1909	254.32
Nov 1, 1909	253.64
Oct 1, 1909	257.49
Sep 1, 1909	261.55
Aug 1, 1909	264.04
Jul 1, 1909	260.28
Jun 1, 1909	256.61
May 1, 1909	254.87
Apr 1, 1909	249.07
Mar 1, 1909	243.39
Feb 1, 1909	240.11
Jan 1, 1909	249.97
Dec 1, 1908	246.39
Nov 1, 1908	243.63
Oct 1, 1908	230.50
Sep 1, 1908	230.31
Aug 1, 1908	232.85
Jul 1, 1908	223.27
Jun 1, 1908	217.61
May 1, 1908	217.33
Apr 1, 1908	206.22
Mar 1, 1908	197.96
Feb 1, 1908	190.18
Jan 1, 1908	195.11
Dec 1, 1907	185.21
Nov 1, 1907	172.44
Oct 1, 1907	175.73
Sep 1, 1907	199.09
Aug 1, 1907	201.23
Jul 1, 1907	217.53
Jun 1, 1907	209.52
May 1, 1907	218.84
Apr 1, 1907	231.49
Mar 1, 1907	230.38
Feb 1, 1907	252.67
Jan 1, 1907	266.45
Dec 1, 1906	271.49
Nov 1, 1906	276.76
Oct 1, 1906	274.29
Sep 1, 1906	289.02
Aug 1, 1906	283.36
Jul 1, 1906	269.90
Jun 1, 1906	267.99
May 1, 1906	264.53
Apr 1, 1906	274.62
Mar 1, 1906	278.41
Feb 1, 1906	285.40
Jan 1, 1906	287.43
Dec 1, 1905	277.82
Nov 1, 1905	274.36
Oct 1, 1905	278.84
Sep 1, 1905	274.96
Aug 1, 1905	271.12
Jul 1, 1905	264.24
Jun 1, 1905	256.20
May 1, 1905	253.22
Apr 1, 1905	263.46
Mar 1, 1905	266.70
Feb 1, 1905	256.27
Jan 1, 1905	245.50
Dec 1, 1904	240.26
Nov 1, 1904	237.93
Oct 1, 1904	230.87
Sep 1, 1904	218.06
Aug 1, 1904	211.38
Jul 1, 1904	206.72
Jun 1, 1904	198.49
May 1, 1904	198.18
Apr 1, 1904	197.81
Mar 1, 1904	190.96
Feb 1, 1904	189.29
Jan 1, 1904	199.00
Dec 1, 1903	200.32
Nov 1, 1903	191.48
Oct 1, 1903	188.77
Sep 1, 1903	192.74
Aug 1, 1903	199.92
Jul 1, 1903	206.56
Jun 1, 1903	216.51
May 1, 1903	229.17
Apr 1, 1903	228.39
Mar 1, 1903	238.12
Feb 1, 1903	239.54
Jan 1, 1903	240.97
Dec 1, 1902	231.97
Nov 1, 1902	239.96
Oct 1, 1902	241.59
Sep 1, 1902	266.87
Aug 1, 1902	269.23
Jul 1, 1902	259.33
Jun 1, 1902	253.60
May 1, 1902	257.94
Apr 1, 1902	261.79
Mar 1, 1902	256.03
Feb 1, 1902	255.72
Jan 1, 1902	253.53
Dec 1, 1901	245.43
Nov 1, 1901	252.28
Oct 1, 1901	250.14
Sep 1, 1901	252.99
Aug 1, 1901	257.22
Jul 1, 1901	257.04
Jun 1, 1901	278.81
May 1, 1901	253.55
Apr 1, 1901	267.00
Mar 1, 1901	243.42
Feb 1, 1901	234.99
Jan 1, 1901	226.19
Dec 1, 1900	222.68
Nov 1, 1900	207.31
Oct 1, 1900	192.28
Sep 1, 1900	183.42
Aug 1, 1900	190.04
Jul 1, 1900	185.31
Jun 1, 1900	187.48
May 1, 1900	191.01
Apr 1, 1900	195.73
Mar 1, 1900	193.26
Feb 1, 1900	191.71
Jan 1, 1900	190.46
Dec 1, 1899	187.96
Nov 1, 1899	204.29
Oct 1, 1899	202.83
Sep 1, 1899	206.47
Aug 1, 1899	216.71
Jul 1, 1899	214.25
Jun 1, 1899	209.70
May 1, 1899	217.58
Apr 1, 1899	227.04
Mar 1, 1899	227.14
Feb 1, 1899	223.95
Jan 1, 1899	221.85
Dec 1, 1898	206.16
Nov 1, 1898	197.03
Oct 1, 1898	190.74
Sep 1, 1898	194.81
Aug 1, 1898	195.18
Jul 1, 1898	188.15
Jun 1, 1898	184.63
May 1, 1898	166.15
Apr 1, 1898	166.75
Mar 1, 1898	169.67
Feb 1, 1898	177.70
Jan 1, 1898	180.74
Dec 1, 1897	175.92
Nov 1, 1897	172.22
Oct 1, 1897	178.52
Sep 1, 1897	181.71
Aug 1, 1897	178.33
Jul 1, 1897	175.18
Jun 1, 1897	167.72
May 1, 1897	160.25
Apr 1, 1897	157.21
Mar 1, 1897	159.74
Feb 1, 1897	159.36
Jan 1, 1897	160.88
Dec 1, 1896	156.29
Nov 1, 1896	162.22
Oct 1, 1896	156.31
Sep 1, 1896	157.50
Aug 1, 1896	149.65
Jul 1, 1896	158.68
Jun 1, 1896	169.68
May 1, 1896	170.38
Apr 1, 1896	168.51
Mar 1, 1896	164.44
Feb 1, 1896	167.07
Jan 1, 1896	158.15
Dec 1, 1895	157.63
Nov 1, 1895	165.28
Oct 1, 1895	171.04
Sep 1, 1895	173.56
Aug 1, 1895	172.48
Jul 1, 1895	167.52
Jun 1, 1895	164.68
May 1, 1895	163.61
Apr 1, 1895	157.36
Mar 1, 1895	157.31
Feb 1, 1895	157.31
Jan 1, 1895	159.56
Dec 1, 1894	161.44
Nov 1, 1894	160.74
Oct 1, 1894	160.74
Sep 1, 1894	161.32
Aug 1, 1894	160.91
Jul 1, 1894	159.56
Jun 1, 1894	162.94
May 1, 1894	165.19
Apr 1, 1894	171.58
Mar 1, 1894	169.32
Feb 1, 1894	159.82
Jan 1, 1894	155.56
Dec 1, 1893	154.51
Nov 1, 1893	157.88
Oct 1, 1893	151.43
Sep 1, 1893	149.09
Aug 1, 1893	144.80
Jul 1, 1893	142.61
Jun 1, 1893	153.25
May 1, 1893	156.88
Apr 1, 1893	169.88
Mar 1, 1893	167.92
Feb 1, 1893	170.10
Jan 1, 1893	175.16
Dec 1, 1892	178.60
Nov 1, 1892	182.70
Oct 1, 1892	188.11
Sep 1, 1892	184.41
Aug 1, 1892	189.12
Jul 1, 1892	189.01
Jun 1, 1892	194.11
May 1, 1892	195.16
Apr 1, 1892	195.16
Mar 1, 1892	192.77
Feb 1, 1892	185.75
Jan 1, 1892	185.42
Dec 1, 1891	177.45
Nov 1, 1891	172.20
Oct 1, 1891	172.76
Sep 1, 1891	172.76
Aug 1, 1891	157.72
Jul 1, 1891	152.60
Jun 1, 1891	153.37
May 1, 1891	152.81
Apr 1, 1891	151.53
Mar 1, 1891	148.49
Feb 1, 1891	152.99
Jan 1, 1891	153.06
Dec 1, 1890	143.63
Nov 1, 1890	147.06
Oct 1, 1890	154.89
Sep 1, 1890	162.21
Aug 1, 1890	167.01
Jul 1, 1890	177.24
Jun 1, 1890	178.52
May 1, 1890	179.80
Apr 1, 1890	174.71
Mar 1, 1890	171.14
Feb 1, 1890	172.44
Jan 1, 1890	174.38
Dec 1, 1889	168.24
Nov 1, 1889	171.16
Oct 1, 1889	172.76
Sep 1, 1889	175.96
Aug 1, 1889	174.06
Jul 1, 1889	171.79
Jun 1, 1889	175.35
May 1, 1889	172.44
Apr 1, 1889	163.81
Mar 1, 1889	164.13
Feb 1, 1889	165.48
Jan 1, 1889	161.77
Dec 1, 1888	153.12
Nov 1, 1888	156.10
Oct 1, 1888	161.33
Sep 1, 1888	164.04
Aug 1, 1888	160.07
Jul 1, 1888	156.72
Jun 1, 1888	154.67
May 1, 1888	157.63
Apr 1, 1888	153.79
Mar 1, 1888	151.33
Feb 1, 1888	157.29
Jan 1, 1888	156.49
Dec 1, 1887	156.99
Nov 1, 1887	161.60
Oct 1, 1887	160.53
Sep 1, 1887	167.98
Aug 1, 1887	168.25
Jul 1, 1887	174.54
Jun 1, 1887	176.89
May 1, 1887	179.89
Apr 1, 1887	176.84
Mar 1, 1887	172.88
Feb 1, 1887	168.91
Jan 1, 1887	172.26
Dec 1, 1886	178.36
Nov 1, 1886	185.24
Oct 1, 1886	180.76
Sep 1, 1886	176.28
Aug 1, 1886	171.80
Jul 1, 1886	172.76
Jun 1, 1886	172.20
May 1, 1886	162.71
Apr 1, 1886	161.91
Mar 1, 1886	162.05
Feb 1, 1886	163.62
Jan 1, 1886	160.53
Dec 1, 1885	156.80
Nov 1, 1885	161.77
Oct 1, 1885	153.62
Sep 1, 1885	145.19
Aug 1, 1885	145.40
Jul 1, 1885	137.69
Jun 1, 1885	134.26
May 1, 1885	131.72
Apr 1, 1885	130.18
Mar 1, 1885	132.08
Feb 1, 1885	128.78
Jan 1, 1885	126.31
Dec 1, 1884	129.29
Nov 1, 1884	128.19
Oct 1, 1884	127.94
Sep 1, 1884	130.74
Aug 1, 1884	133.62
Jul 1, 1884	125.73
Jun 1, 1884	124.31
May 1, 1884	129.60
Apr 1, 1884	138.07
Mar 1, 1884	141.64
Feb 1, 1884	142.17
Jan 1, 1884	138.43
Dec 1, 1883	142.71
Nov 1, 1883	147.51
Oct 1, 1883	143.78
Sep 1, 1883	147.78
Aug 1, 1883	144.77
Jul 1, 1883	151.65
Jun 1, 1883	150.95
May 1, 1883	145.23
Apr 1, 1883	146.25
Mar 1, 1883	141.97
Feb 1, 1883	138.85
Jan 1, 1883	143.45
Dec 1, 1882	144.20
Nov 1, 1882	142.03
Oct 1, 1882	147.08
Sep 1, 1882	149.73
Aug 1, 1882	144.35
Jul 1, 1882	141.35
Jun 1, 1882	132.67
May 1, 1882	134.52
Apr 1, 1882	137.48
Mar 1, 1882	138.69
Feb 1, 1882	138.93
Jan 1, 1882	143.44
Dec 1, 1881	145.62
Nov 1, 1881	149.98
Oct 1, 1881	147.57
Sep 1, 1881	151.44
Aug 1, 1881	156.05
Jul 1, 1881	162.99
Jun 1, 1881	170.67
May 1, 1881	168.59
Apr 1, 1881	159.65
Mar 1, 1881	161.85
Feb 1, 1881	160.03
Jan 1, 1881	162.09
Dec 1, 1880	151.47
Nov 1, 1880	146.90
Oct 1, 1880	141.06
Sep 1, 1880	137.09
Aug 1, 1880	138.70
Jul 1, 1880	133.89
Jun 1, 1880	128.01
May 1, 1880	124.90
Apr 1, 1880	131.72
Mar 1, 1880	129.57
Feb 1, 1880	128.39
Jan 1, 1880	126.17
Dec 1, 1879	125.11
Nov 1, 1879	129.09
Oct 1, 1879	129.13
Sep 1, 1879	122.89
Aug 1, 1879	122.73
Jul 1, 1879	121.82
Jun 1, 1879	120.74
May 1, 1879	118.81
Apr 1, 1879	113.68
Mar 1, 1879	108.73
Feb 1, 1879	109.33
Jan 1, 1879	106.65
Dec 1, 1878	104.03
Nov 1, 1878	102.26
Oct 1, 1878	101.34
Sep 1, 1878	101.43
Aug 1, 1878	99.41
Jul 1, 1878	101.34
Jun 1, 1878	100.49
May 1, 1878	96.24
Apr 1, 1878	92.81
Mar 1, 1878	89.39
Feb 1, 1878	85.91
Jan 1, 1878	86.85
Dec 1, 1877	84.30
Nov 1, 1877	84.56
Oct 1, 1877	84.17
Sep 1, 1877	82.39
Aug 1, 1877	76.77
Jul 1, 1877	69.06
Jun 1, 1877	66.74
May 1, 1877	68.03
Apr 1, 1877	69.26
Mar 1, 1877	76.81
Feb 1, 1877	77.28
Jan 1, 1877	80.04
Dec 1, 1876	82.14
Nov 1, 1876	84.09
Oct 1, 1876	86.46
Sep 1, 1876	88.54
Aug 1, 1876	95.22
Jul 1, 1876	100.23
Jun 1, 1876	101.45
May 1, 1876	99.43
Apr 1, 1876	99.58
Mar 1, 1876	102.53
Feb 1, 1876	102.76
Jan 1, 1876	101.39
Dec 1, 1875	98.53
Nov 1, 1875	97.64
Oct 1, 1875	95.30
Sep 1, 1875	96.85
Aug 1, 1875	96.86
Jul 1, 1875	97.29
Jun 1, 1875	97.07
May 1, 1875	97.40
Apr 1, 1875	98.79
Mar 1, 1875	98.37
Feb 1, 1875	97.08
Jan 1, 1875	97.29
Dec 1, 1874	97.29
Nov 1, 1874	97.94
Oct 1, 1874	96.24
Sep 1, 1874	94.90
Aug 1, 1874	93.44
Jul 1, 1874	92.52
Jun 1, 1874	93.23
May 1, 1874	91.48
Apr 1, 1874	93.16
Mar 1, 1874	94.32
Feb 1, 1874	95.71
Jan 1, 1874	92.92
Dec 1, 1873	89.51
Nov 1, 1873	83.81
Oct 1, 1873	84.23
Sep 1, 1873	90.14
Aug 1, 1873	97.60
Jul 1, 1873	97.60
Jun 1, 1873	97.80
May 1, 1873	96.26
Apr 1, 1873	93.97
Mar 1, 1873	95.27
Feb 1, 1873	96.02
Jan 1, 1873	97.41
Dec 1, 1872	96.64
Nov 1, 1872	92.99
Oct 1, 1872	96.15
Sep 1, 1872	93.71
Aug 1, 1872	96.07
Jul 1, 1872	97.97
Jun 1, 1872	97.11
May 1, 1872	97.31
Apr 1, 1872	97.31
Mar 1, 1872	96.82
Feb 1, 1872	95.16
Jan 1, 1872	94.77
Dec 1, 1871	92.43
Nov 1, 1871	92.52
Oct 1, 1871	91.53
Sep 1, 1871	98.02
Aug 1, 1871	99.37
Jul 1, 1871	96.58
Jun 1, 1871	98.42
May 1, 1871	97.70
Apr 1, 1871	93.09
Mar 1, 1871	87.27
Feb 1, 1871	86.45
Jan 1, 1871	87.90
